,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Alexandria,EG,31.2156,29.9553,77.13,57,5,7.67,clear sky
350,Wasilla,US,61.5814,-149.4394,40.75,73,20,8.99,few clouds
351,Mizdah,LY,31.4451,12.9801,75.76,32,100,17.27,overcast clouds
352,Sabang,ID,5.8933,95.3214,81.64,74,100,3.53,overcast clouds
353,Vao,NC,-22.6667,167.4833,70.68,75,7,8.66,clear sky
354,Tobol,KZ,52.6844,62.5794,36.99,96,100,20.38,light rain
355,Ravar,IR,31.2656,56.8055,68.47,21,0,1.95,clear sky
356,Guerrero Negro,MX,27.9769,-114.0611,62.69,87,0,4.52,clear sky
357,Norman Wells,CA,65.282,-126.8329,21.24,93,90,4.61,light snow
358,Ape,LV,57.5393,26.6929,54.72,72,18,9.08,few clouds
359,Najran,SA,17.4924,44.1277,77.58,23,0,13.11,clear sky
360,Lorengau,PG,-2.0226,147.2712,82.45,79,100,6.06,overcast clouds
361,Barra Patuca,HN,15.8,-84.2833,81.37,73,99,15.7,overcast clouds
362,Chokurdakh,RU,70.6333,147.9167,-8.73,97,100,6.62,overcast clouds
363,Mitsamiouli,KM,-11.3847,43.2844,79.05,68,30,3.0,scattered clouds
364,Arkadak,RU,51.9326,43.4978,48.09,69,60,8.28,broken clouds
365,Canete,CL,-37.8,-73.4,61.83,54,86,9.55,overcast clouds
366,Linqu,CN,36.5156,118.5397,59.68,62,0,2.59,clear sky
367,Sisimiut,GL,66.9395,-53.6735,31.6,79,100,16.06,overcast clouds
368,Conceicao Da Barra,BR,-18.5933,-39.7322,82.11,61,44,8.61,scattered clouds
369,Cascais,PT,38.6979,-9.4215,70.5,87,75,3.0,light rain
370,Yangambi,CD,0.8102,24.4336,78.64,80,97,1.61,overcast clouds
371,Malumfashi,NG,11.7853,7.6218,93.34,13,10,8.77,clear sky
372,Hambantota,LK,6.1241,81.1185,75.54,100,75,3.44,broken clouds
373,Kardla,EE,58.9978,22.7492,49.01,76,100,9.93,overcast clouds
374,Barquisimeto,VE,10.0739,-69.3228,74.41,82,98,4.72,overcast clouds
375,Kansanshi,ZM,-12.0951,26.4273,91.78,16,55,7.38,broken clouds
376,Plunge,LT,55.9114,21.8442,52.39,61,6,8.97,clear sky
377,Vestmanna,FO,62.1564,-7.1664,45.52,93,90,6.91,overcast clouds
378,Pingliang,CN,35.5392,106.6861,49.14,49,100,6.29,overcast clouds
379,Nome,US,64.5011,-165.4064,8.67,78,1,3.44,clear sky
380,Ola,RU,59.5833,151.2833,20.39,64,58,11.07,broken clouds
381,Aklavik,CA,68.2191,-135.0107,9.39,94,21,4.94,few clouds
382,Makakilo City,US,21.3469,-158.0858,71.29,83,1,3.44,clear sky
383,Ciempozuelos,ES,40.1591,-3.621,66.56,77,40,19.57,scattered clouds
384,Mount Gambier,AU,-37.8333,140.7667,42.93,93,2,3.33,clear sky
385,Praia,CV,14.9215,-23.5087,80.13,75,78,15.59,broken clouds
386,Savinka,RU,50.0785,47.0994,46.72,58,11,7.78,few clouds
387,Calvinia,ZA,-31.4707,19.776,78.15,24,0,3.44,clear sky
388,Bonthe,SL,7.5264,-12.505,76.17,86,100,2.66,overcast clouds
389,Ginir,ET,7.1333,40.7,70.12,32,6,8.05,clear sky
390,Garden City,US,42.3256,-83.331,51.75,95,90,1.01,mist
391,Rosarito,MX,32.3333,-117.0333,61.75,88,5,1.3,clear sky
392,Kinablangan,PH,7.6947,126.5503,79.77,87,88,5.28,overcast clouds
393,Touros,BR,-5.1989,-35.4608,88.7,58,39,15.99,scattered clouds
394,Hartselle,US,34.4434,-86.9353,55.44,100,98,10.67,overcast clouds
395,College,US,64.8569,-147.8028,26.55,84,90,0.0,overcast clouds
396,Kukes,AL,42.0769,20.4219,59.85,59,0,4.45,clear sky
397,Biak,ID,-0.9131,122.8766,77.16,86,86,2.98,overcast clouds
398,Zaozerne,UA,45.1582,33.2787,58.95,55,0,15.35,clear sky
399,Nabire,ID,-3.3667,135.4833,77.38,91,81,2.82,heavy intensity rain
400,Kyren,RU,51.6828,102.1408,33.73,69,82,3.33,broken clouds
401,Malindi,KE,-3.2175,40.1191,81.45,68,74,14.43,broken clouds
402,Baruun-Urt,MN,46.6806,113.2792,26.55,34,100,5.77,overcast clouds
403,Tamsweg,AT,47.1281,13.811,55.69,48,19,11.88,few clouds
404,Ekibastuz,KZ,51.6667,75.3667,39.63,64,100,11.36,overcast clouds
405,Thinadhoo,MV,0.5333,72.9333,83.71,74,97,13.71,overcast clouds
406,Dobryanka,RU,58.4619,56.4165,40.86,98,100,10.47,overcast clouds
407,Aasiaat,GL,68.7098,-52.8699,26.38,88,100,12.57,overcast clouds
408,Beira,MZ,-19.8436,34.8389,77.9,58,0,13.6,clear sky
409,Ngunguru,NZ,-35.6167,174.5,63.16,94,100,16.49,light rain
410,Rocha,UY,-34.4833,-54.3333,72.52,70,100,13.53,overcast clouds
411,San Cristobal,VE,7.7669,-72.225,77.18,79,100,3.71,overcast clouds
412,Dalirig,PH,8.3772,124.9014,70.39,96,83,3.2,broken clouds
413,Verkhnevilyuysk,RU,63.4453,120.3167,11.55,92,76,6.31,broken clouds
414,Kirakira,SB,-10.4544,161.9205,80.78,82,99,11.07,overcast clouds
415,Bonga,ET,7.2833,36.2333,72.57,52,49,1.66,scattered clouds
416,Lithakia,GR,37.7167,20.8333,69.22,56,75,3.44,broken clouds
417,Kitimat,CA,54.0524,-128.6534,32.38,86,45,3.67,scattered clouds
418,Dingle,PH,10.9995,122.6711,75.87,92,99,7.4,overcast clouds
419,Bhan,PK,26.5583,67.7214,87.53,13,0,3.53,clear sky
420,Krasavino,RU,60.9614,46.4814,40.15,100,100,4.05,overcast clouds
421,Vernon,CA,50.2581,-119.2691,31.3,80,5,1.86,clear sky
422,Khambi-Irze,RU,43.235,45.453,52.09,55,9,5.88,clear sky
423,Camacha,PT,33.0833,-16.3333,75.52,73,40,10.36,scattered clouds
424,Luanda,AO,-8.8368,13.2343,82.4,69,75,12.66,light rain
425,Talnakh,RU,69.4865,88.3972,18.32,96,100,4.16,light snow
426,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,31.75,79,6,10.74,clear sky
427,Batticaloa,LK,7.7102,81.6924,80.2,80,68,8.12,moderate rain
428,Hirara,JP,24.8,125.2833,77.27,66,69,10.89,broken clouds
429,Antalya,TR,36.7741,30.7178,70.39,46,75,5.75,broken clouds
430,Amesbury,US,42.8584,-70.9301,56.91,91,100,1.01,light rain
431,Kandrian,PG,-6.2167,149.55,78.1,88,91,5.97,overcast clouds
432,Honiara,SB,-9.4333,159.95,78.58,88,58,6.53,broken clouds
433,Galle,LK,6.0367,80.217,79.07,87,100,7.78,overcast clouds
434,Sao Bento,BR,-6.2833,-37.75,88.18,31,0,7.38,clear sky
435,Miraflores,MX,19.2167,-98.8083,55.02,78,99,2.17,overcast clouds
436,Aykhal,RU,66.0,111.5,13.57,96,100,8.12,overcast clouds
437,Hay River,CA,60.8156,-115.7999,26.56,100,75,10.36,broken clouds
438,Guymon,US,36.6828,-101.4816,49.95,75,1,0.0,clear sky
439,Stornoway,GB,58.2093,-6.3865,53.92,76,40,16.11,scattered clouds
440,Hamilton,US,39.1834,-84.5333,55.08,96,90,1.01,overcast clouds
441,Port Blair,IN,11.6667,92.75,81.88,80,100,4.0,overcast clouds
442,Goderich,CA,43.7501,-81.7165,47.91,89,100,14.16,overcast clouds
443,Kuching,MY,1.55,110.3333,77.22,94,20,2.3,few clouds
444,Juneau,US,58.3019,-134.4197,41.05,91,90,12.66,light rain
445,Long Beach,US,33.767,-118.1892,65.98,93,90,4.61,overcast clouds
446,Tarnogskiy Gorodok,RU,60.4997,43.5761,45.07,87,100,7.27,overcast clouds
447,Awjilah,LY,29.1081,21.2869,81.28,27,7,11.83,clear sky
448,San-Pedro,CI,4.7485,-6.6363,81.81,78,91,6.35,light rain
449,Saint-Augustin,CA,51.226,-58.6502,47.12,34,8,3.2,clear sky
450,Mittagong,AU,-34.45,150.45,48.99,86,21,1.14,few clouds
451,Coos Bay,US,43.3665,-124.2179,52.0,96,90,5.75,overcast clouds
452,Ybycui,PY,-26.0167,-57.05,78.98,68,100,6.22,light rain
453,Santa Rosa,PH,14.3122,121.1114,83.08,73,7,10.78,clear sky
454,Rosetta,EG,31.4044,30.4164,76.12,61,5,9.4,clear sky
455,Marfino,RU,55.7028,37.3822,52.88,75,0,13.42,clear sky
456,Methoni,GR,36.8197,21.7049,70.21,52,29,5.97,scattered clouds
457,Inuvik,CA,68.3499,-133.7218,10.54,95,17,5.1,few clouds
458,Leo,BF,11.1,-2.1,97.45,26,88,3.29,overcast clouds
459,General Roca,AR,-39.0333,-67.5833,63.63,16,100,22.32,overcast clouds
460,The Pas,CA,53.8251,-101.2541,32.02,86,90,5.75,overcast clouds
461,Port-Cartier,CA,50.0334,-66.8654,40.75,44,78,2.89,broken clouds
462,Escarcega,MX,18.6089,-90.7454,76.8,60,35,2.95,scattered clouds
463,Bandarbeyla,SO,9.4942,50.8122,79.57,77,6,12.84,light rain
464,Saravan,AM,39.7196,45.6483,39.85,90,100,3.24,overcast clouds
465,Xuddur,SO,4.1213,43.8894,88.12,30,70,14.61,broken clouds
466,Pimentel,PE,-6.8367,-79.9342,66.49,72,20,6.91,few clouds
467,Jinxiang,CN,27.4327,120.6062,65.57,81,14,6.96,few clouds
468,Katherine,AU,-14.4667,132.2667,82.72,74,90,8.05,overcast clouds
469,Chauk,MM,20.8833,94.8167,81.39,71,5,2.84,clear sky
470,Erdenet,MN,49.0333,104.0833,28.56,70,12,4.9,few clouds
471,Nantucket,US,41.2835,-70.0995,59.14,92,45,25.26,scattered clouds
472,Anuchino,RU,43.9622,133.0544,43.93,94,100,2.84,overcast clouds
473,Kahului,US,20.8947,-156.47,72.84,82,1,5.75,clear sky
474,Am Timan,TD,11.0297,20.2827,97.72,16,63,2.91,broken clouds
475,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,83,100,11.61,overcast clouds
476,Awbari,LY,26.5921,12.7805,82.49,22,2,1.41,clear sky
477,Baturaja,ID,-4.1333,104.1667,75.92,93,89,2.3,overcast clouds
478,Tulle,FR,45.3333,1.8333,62.35,97,99,5.95,overcast clouds
479,Koslan,RU,63.4564,48.8989,34.38,94,100,6.51,overcast clouds
480,Segezha,RU,63.7415,34.3222,43.81,88,100,9.57,overcast clouds
481,Kjollefjord,NO,70.9457,27.3465,39.06,82,84,7.94,broken clouds
482,Buin,CL,-33.7333,-70.75,79.12,20,6,3.2,clear sky
483,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,87,20,11.5,few clouds
484,Celarevo,RS,45.2694,19.5253,65.95,41,0,14.63,clear sky
485,Puerto Escondido,MX,15.85,-97.0667,76.03,73,75,5.75,broken clouds
486,Sampit,ID,-2.5333,112.95,73.94,93,98,2.93,overcast clouds
487,Tessalit,ML,20.1986,1.0114,98.82,9,29,3.42,scattered clouds
488,Vostok,RU,46.4856,135.8833,35.46,70,100,2.86,overcast clouds
489,Ambanja,MG,-13.6833,48.45,81.86,60,0,6.62,clear sky
490,Bolshaya Sosnova,RU,57.6713,54.6029,39.31,98,100,13.11,overcast clouds
491,Carutapera,BR,-1.195,-46.02,82.6,79,53,6.82,broken clouds
492,Soyo,AO,-6.1349,12.3689,80.55,79,93,13.78,light rain
493,Krasnoselkup,RU,65.7,82.4667,2.64,100,82,3.53,broken clouds
494,Goma,CD,-1.6792,29.2228,72.54,73,87,0.02,light rain
495,Fort Smith,US,35.3859,-94.3986,50.34,88,1,11.5,clear sky
496,Jinchang,CN,38.4953,102.1739,44.89,35,8,2.71,clear sky
497,Primorsk,UA,46.7348,36.3443,52.66,59,0,14.41,clear sky
498,Baykit,RU,61.67,96.37,19.72,84,100,10.38,overcast clouds
499,Orcopampa,PE,-15.2661,-72.3417,52.68,57,67,4.25,broken clouds
500,Lovington,US,32.944,-103.3485,52.32,36,0,1.99,clear sky
501,Ler,SS,8.3018,30.1418,93.25,38,92,4.34,overcast clouds
502,Bawku,GH,11.0616,-0.2417,100.58,18,99,7.65,overcast clouds
503,Hostotipaquillo,MX,21.0667,-104.0667,66.31,89,100,2.46,overcast clouds
504,Turayf,SA,31.6725,38.6637,74.79,32,98,12.88,overcast clouds
505,Krasnaya Gorbatka,RU,55.8703,41.7641,50.38,87,29,10.4,scattered clouds
506,Nisia Floresta,BR,-6.0911,-35.2086,88.61,53,72,14.25,broken clouds
507,Hobyo,SO,5.3505,48.5268,81.95,68,31,15.9,scattered clouds
508,Ishigaki,JP,24.3448,124.1572,76.08,76,42,15.32,scattered clouds
509,Williamsburg,US,37.2707,-76.7075,62.74,77,1,1.01,clear sky
510,Gat,IL,31.61,34.7642,81.39,57,93,10.02,overcast clouds
511,Damnoen Saduak,TH,13.5182,99.9547,77.95,91,100,3.53,moderate rain
512,Kiunga,PG,-6.1219,141.2906,73.65,99,100,1.19,overcast clouds
513,Yomou,GN,7.5603,-9.2653,81.59,69,74,2.15,light rain
514,Hoopstad,ZA,-27.8327,25.9083,76.26,19,0,11.16,clear sky
515,Ca Mau,VN,9.1769,105.15,76.26,95,100,5.46,overcast clouds
516,Gorin,RU,51.1983,136.6669,29.3,78,100,10.54,overcast clouds
517,Sao Pedro,BR,-22.5486,-47.9139,81.45,56,64,5.14,broken clouds
518,Mandiana,GN,10.6333,-8.6833,90.23,48,70,1.5,broken clouds
519,Severomuysk,RU,56.1481,113.4267,8.82,68,95,2.1,overcast clouds
520,Sundsvall,SE,62.3913,17.3063,47.97,98,49,5.75,scattered clouds
521,Shar,KZ,49.5886,81.0453,41.14,36,100,4.9,overcast clouds
522,Shimoda,JP,34.6667,138.95,62.71,66,74,2.19,broken clouds
523,Nurota,UZ,40.5614,65.6886,55.49,41,100,5.37,overcast clouds
524,Port Augusta,AU,-32.5,137.7667,57.34,61,54,6.93,broken clouds
525,Sept-Iles,CA,50.2001,-66.3821,41.05,65,58,3.2,broken clouds
526,Flinders,AU,-34.5833,150.8552,59.81,74,30,3.0,scattered clouds
527,Sunrise,US,26.1577,-80.2861,82.98,77,75,1.01,broken clouds
528,Fukue,JP,32.6881,128.8419,63.63,71,68,3.71,broken clouds
529,Bengkulu,ID,-3.8004,102.2655,79.2,88,100,6.06,moderate rain
530,Manavadar,IN,21.5,70.1333,80.56,24,89,8.14,overcast clouds
531,Gravdal,NO,68.1214,13.5031,44.01,80,100,11.63,light rain
532,Chervishevo,RU,56.9464,65.4278,26.89,95,100,10.27,light snow
533,Kandalaksha,RU,67.162,32.4123,34.39,94,100,3.96,light rain
534,Santa Cruz,BO,-17.8,-63.1667,92.53,37,4,13.18,clear sky
535,Ludvika,SE,60.1496,15.1878,48.0,85,71,5.93,broken clouds
536,Laje,BR,-10.1833,-40.9667,87.31,26,8,10.6,clear sky
537,Gold Coast,AU,-28.0,153.4333,71.38,92,75,4.0,broken clouds
538,Samarai,PG,-10.6167,150.6667,81.95,81,37,10.74,scattered clouds
539,Shelburne,CA,44.0787,-80.2041,43.75,100,100,12.12,overcast clouds
540,Mago,RU,53.2514,140.1822,26.64,87,80,4.7,broken clouds
541,Tignere,CM,7.3667,12.65,79.02,58,92,4.14,overcast clouds
542,Wakefield,GB,53.6809,-1.499,56.62,66,13,12.15,few clouds
543,Zhanakorgan,KZ,43.9098,67.2495,48.94,45,100,9.08,overcast clouds
544,Pemba,MZ,-12.974,40.5178,78.24,69,2,15.43,clear sky
545,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.09,37,96,5.35,overcast clouds
546,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,62,40,18.41,scattered clouds
547,Terrace Bay,CA,48.7834,-87.1,45.09,85,57,6.04,broken clouds
548,Bonavista,CA,48.6499,-53.1147,48.11,70,28,10.29,scattered clouds
549,Tabas,IR,33.5959,56.9244,71.53,20,7,2.55,clear sky
550,Motygino,RU,58.1831,94.7592,27.59,62,75,12.53,broken clouds
551,Nemuro,JP,43.3236,145.575,47.86,75,11,10.42,few clouds
552,Sinnamary,GF,5.3833,-52.95,81.77,77,92,8.16,overcast clouds
553,Naze,JP,28.3667,129.4833,68.2,77,8,7.52,clear sky
554,Bani,DO,18.2833,-70.3333,84.74,62,7,5.53,clear sky
555,Kudahuvadhoo,MV,2.6708,72.8944,82.92,75,21,12.84,few clouds
556,Baghdad,IQ,33.3406,44.4009,85.91,48,75,17.27,broken clouds
557,Mahibadhoo,MV,3.7833,72.9667,82.8,71,54,12.46,broken clouds
558,Le Port,RE,-20.9373,55.2919,80.56,73,8,10.6,clear sky
559,Alofi,NU,-19.0595,-169.9187,76.53,66,100,13.65,overcast clouds
560,Aviles,ES,43.5547,-5.9248,64.18,75,75,4.0,broken clouds
561,Lasa,IT,46.6166,10.7002,51.03,52,100,6.73,overcast clouds
562,Williston,US,48.147,-103.618,43.21,83,47,3.0,scattered clouds
563,Port Macquarie,AU,-31.4333,152.9167,59.9,94,90,10.36,overcast clouds
564,Morant Bay,JM,17.8815,-76.4093,83.66,79,74,8.19,light rain
565,Troitsko-Pechorsk,RU,62.7084,56.1964,25.95,90,100,3.31,overcast clouds
566,Ho Chi Minh City,VN,10.75,106.6667,82.42,78,40,4.61,scattered clouds
567,Port-Gentil,GA,-0.7193,8.7815,79.56,84,100,14.0,light rain
568,Zhangye,CN,38.9342,100.4517,44.06,32,11,1.95,few clouds
569,Dunedin,NZ,-45.8742,170.5036,59.81,90,0,11.01,clear sky
570,Morro Bay,US,35.3658,-120.8499,57.13,95,45,1.01,scattered clouds
571,Makarov,RU,48.6333,142.8,43.14,88,100,5.59,overcast clouds
572,Kariai,GR,37.3,22.5,59.2,76,35,8.39,scattered clouds
573,Choix,MX,26.7092,-108.3219,68.63,63,0,3.85,clear sky
574,Matagami,CA,49.7502,-77.6328,40.86,65,100,5.3,overcast clouds
575,Jacareacanga,BR,-6.2222,-57.7528,95.02,42,30,2.44,scattered clouds
576,Daru,PG,-9.0763,143.2092,80.04,87,81,9.17,broken clouds
577,Kuldur,RU,49.2167,131.6333,29.53,62,100,5.3,overcast clouds
578,Nkan,GA,0.3833,9.7833,83.97,80,100,6.93,moderate rain
579,Lakhdenpokhya,RU,61.5198,30.1992,45.82,93,100,6.91,overcast clouds
580,Valle De Allende,MX,26.9333,-105.4,57.76,38,0,3.11,clear sky
581,Balakhninskiy,RU,58.0106,114.2769,20.98,85,100,3.18,overcast clouds
582,Juba,SS,4.8517,31.5825,85.78,51,100,6.53,light rain
583,Grande Prairie,CA,55.1667,-118.8027,25.81,65,0,7.38,clear sky
584,Loveland,US,40.3978,-105.075,57.65,50,1,5.75,clear sky
585,Chatellerault,FR,46.8,0.5333,63.32,1,92,13.04,overcast clouds
586,Rayagada,IN,19.1667,83.4167,74.61,92,76,0.85,light rain
587,Laurens,US,32.4502,-82.9165,59.43,79,90,8.05,overcast clouds
588,Diffa,NE,13.3154,12.6113,98.58,9,43,12.77,scattered clouds
589,Yungay,PE,-9.1383,-77.7436,64.69,57,32,2.08,scattered clouds
590,Palma Del Rio,ES,37.7002,-5.2812,72.37,85,100,22.93,overcast clouds
591,Safaga,EG,26.7292,33.9365,83.14,51,68,10.65,broken clouds
592,Raudeberg,NO,61.9875,5.1352,55.2,69,51,5.99,broken clouds
593,Manapparai,IN,10.6,78.4167,81.46,90,100,4.21,overcast clouds
594,Bud,US,39.447,-86.1758,53.69,95,100,10.54,overcast clouds
595,Aban,RU,56.67,96.06,37.08,72,100,10.0,overcast clouds
596,Zhumadian,CN,32.9794,114.0294,64.08,57,100,2.51,light rain
597,Lahan,NP,26.7296,86.4951,71.55,76,0,2.71,clear sky
598,Waddan,LY,29.1614,16.139,80.44,23,0,12.97,clear sky
599,Kenora,CA,49.8167,-94.4337,46.78,65,100,10.0,overcast clouds
600,San Juan,AR,-31.5375,-68.5364,83.53,33,0,25.79,clear sky
601,Belaya Gora,RU,68.5333,146.4167,-2.07,94,100,3.06,overcast clouds
602,Conakry,GN,9.538,-13.6773,82.47,74,75,9.22,broken clouds
603,Nuoro,IT,40.3211,9.3297,63.66,53,100,3.67,overcast clouds
604,Maniitsoq,GL,65.4167,-52.9,34.59,85,100,23.38,overcast clouds
605,Kunjah,PK,32.5285,73.9737,73.44,30,0,7.58,clear sky
606,Knysna,ZA,-34.0363,23.0471,66.58,67,0,7.0,clear sky
607,Ballina,AU,-28.8667,153.5667,67.78,96,100,10.11,overcast clouds
608,Kharp,RU,66.8014,65.8081,4.21,90,20,8.34,few clouds
609,Fairfield,US,41.2668,-73.3162,61.68,94,90,3.0,overcast clouds
610,Prince Rupert,CA,54.3161,-130.3201,44.29,70,100,9.22,overcast clouds
611,Mantua,IT,45.1667,10.7833,63.73,78,100,1.01,overcast clouds
612,Vila Velha,BR,-20.3297,-40.2925,73.35,88,75,3.44,broken clouds
613,Bollnas,SE,61.3482,16.3946,51.13,88,11,8.46,few clouds
614,Bourail,NC,-21.5667,165.4833,72.25,78,67,2.42,broken clouds
615,Aripuana,BR,-9.1667,-60.6333,94.48,41,12,2.15,few clouds
616,Te Anau,NZ,-45.4167,167.7167,46.38,87,50,7.54,scattered clouds
617,Bulolo,PG,-7.2,146.65,69.31,97,100,2.28,overcast clouds
618,Tanout,NE,14.9709,8.8879,95.65,9,9,15.3,clear sky
619,Roma,US,43.2128,-75.4557,52.66,82,90,16.11,overcast clouds
620,Rondonopolis,BR,-16.4708,-54.6356,91.53,41,78,5.23,broken clouds
621,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,94.42,35,17,6.76,few clouds
622,Slave Lake,CA,55.2834,-114.769,27.82,62,4,8.32,clear sky
623,Huaraz,PE,-9.5333,-77.5333,60.73,55,27,2.1,scattered clouds
624,Lircay,PE,-12.9896,-74.7205,57.74,56,23,6.02,few clouds
625,Rio Grande,BR,-32.035,-52.0986,75.31,74,100,20.04,overcast clouds
626,Kabinda,CD,-6.1333,24.4833,84.92,49,74,2.91,broken clouds
627,Krumovgrad,BG,41.4667,25.65,60.04,77,93,8.95,overcast clouds
628,Izumo,JP,35.3667,132.7667,57.15,80,100,4.61,overcast clouds
629,Onalaska,US,43.8844,-91.2351,45.91,93,1,4.61,clear sky
630,Whitianga,NZ,-36.8333,175.7,62.02,96,100,13.09,overcast clouds
631,Tuatapere,NZ,-46.1333,167.6833,47.52,87,74,7.16,broken clouds
632,Omsukchan,RU,62.5333,155.8,0.9,98,100,4.27,overcast clouds
633,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,89.78,54,23,1.68,few clouds
634,Santa Rita,BR,-7.1139,-34.9781,72.27,83,20,13.8,few clouds
635,Anloga,GH,5.7947,0.8973,84.49,72,75,12.84,broken clouds
636,Amuntai,ID,-2.4177,115.2494,72.84,98,99,1.81,overcast clouds
637,Mpika,ZM,-11.8343,31.4529,88.63,20,30,11.9,scattered clouds
638,Haftoni,AZ,38.7632,48.7622,59.79,100,90,6.91,overcast clouds
639,Asheville,US,35.6009,-82.554,50.11,95,90,0.0,light rain
640,Imphal,IN,24.8167,93.95,64.35,86,0,1.95,clear sky
641,Peniche,PT,39.3558,-9.3811,70.61,93,99,9.37,overcast clouds
642,Poso,ID,-1.3959,120.7524,77.67,87,100,4.85,overcast clouds
643,Puerto Maldonado,PE,-12.6,-69.1833,90.0,58,0,5.75,clear sky
644,Malmyzh,RU,56.5205,50.6818,44.13,87,100,13.94,overcast clouds
645,Ntchisi,MW,-13.5278,33.9149,82.38,27,6,9.64,clear sky
646,Novyy Urengoy,RU,66.0833,76.6333,13.14,94,99,14.56,overcast clouds
647,Casselman,CA,45.3168,-75.0826,46.44,81,100,14.97,overcast clouds
648,Hagere Hiywet,ET,8.9833,37.85,66.29,49,15,8.28,few clouds
649,Satkhira,BD,22.7167,89.1,82.4,71,3,3.15,clear sky
650,Honningsvag,NO,70.9821,25.9704,42.28,70,82,10.0,broken clouds
651,Siemiatycze,PL,52.4272,22.8623,59.25,52,23,13.06,few clouds
652,Atikokan,CA,48.7555,-91.6216,40.33,85,100,6.85,overcast clouds
653,Juegang,CN,32.3174,121.1855,66.9,80,0,4.81,clear sky
654,Port Lincoln,AU,-34.7333,135.8667,52.38,68,5,7.09,clear sky
655,Sonneberg,DE,50.35,11.1667,56.5,81,100,5.7,light rain
656,Palafrugell,ES,41.9174,3.1631,73.56,56,100,15.7,overcast clouds
657,Kabompo,ZM,-13.5927,24.2008,94.23,20,99,6.49,overcast clouds
658,Kiama,AU,-34.6833,150.8667,60.01,77,53,1.01,broken clouds
659,Larsnes,NO,62.2028,5.5773,54.19,59,14,5.1,few clouds
660,Srednekolymsk,RU,67.45,153.6833,-5.06,99,100,3.27,overcast clouds
661,Chitral,PK,35.8462,71.7858,53.02,35,0,7.7,clear sky
662,Chapais,CA,49.7834,-74.8492,40.78,60,99,6.06,overcast clouds
663,Hualmay,PE,-11.0964,-77.6139,64.85,80,56,5.23,broken clouds
664,Vila,PT,42.0304,-8.1588,56.75,78,100,7.31,overcast clouds
665,Rio Gallegos,AR,-51.6226,-69.2181,53.65,35,0,11.5,clear sky
666,Muros,ES,42.7762,-9.0603,66.24,84,100,9.91,light rain
667,Bodden Town,KY,19.2833,-81.25,81.0,92,75,5.99,broken clouds
668,Luena,AO,-11.7833,19.9167,78.91,49,97,6.38,overcast clouds
669,Cairns,AU,-16.9167,145.7667,75.15,89,18,1.14,few clouds
670,Vardo,NO,70.3705,31.1107,28.6,75,38,16.02,scattered clouds
671,Eyl,SO,7.9803,49.8164,80.89,69,0,16.04,clear sky
672,Teknaf,BD,20.8624,92.3058,78.84,79,8,7.74,clear sky
673,Storforshei,NO,66.4043,14.5233,44.65,93,75,4.61,broken clouds
674,Soe,ID,-9.8607,124.284,69.13,87,92,3.69,overcast clouds
675,Bayir,TR,37.2687,28.2167,68.83,70,78,6.89,broken clouds
676,Gobabis,NA,-22.45,18.9667,89.35,11,0,11.72,clear sky
677,Antalaha,MG,-14.9003,50.2788,77.74,76,7,12.1,clear sky
678,Namatanai,PG,-3.6667,152.4333,79.5,82,67,8.3,moderate rain
679,Lubango,AO,-14.9172,13.4925,76.69,35,100,6.62,overcast clouds
680,Aksu,CN,41.1231,80.2644,50.99,42,8,7.49,clear sky
681,Storsteinnes,NO,69.2408,19.2344,37.8,88,100,5.23,light snow
682,Mayumba,GA,-3.432,10.6554,80.06,81,97,11.61,light rain
683,Savannah Bight,HN,16.45,-85.85,82.0,69,89,18.39,overcast clouds
684,Wooster,US,40.8051,-81.9351,52.95,98,90,8.05,mist
685,Bandar-E Lengeh,IR,26.5579,54.8807,84.31,58,0,4.61,clear sky
686,Nacala,MZ,-14.5428,40.6728,79.66,60,13,10.65,few clouds
687,Constitucion,CL,-35.3333,-72.4167,62.74,60,100,10.13,overcast clouds
688,Fare,PF,-16.7,-151.0167,77.61,72,0,17.05,light rain
689,Arcata,US,40.8665,-124.0828,57.81,96,90,0.0,overcast clouds
690,Isiro,CD,2.7739,27.616,72.64,86,99,3.49,light rain
691,Rongcheng,CN,30.634,117.8517,59.85,68,0,2.8,light rain
692,Labuhan,ID,-6.8844,112.2051,82.87,75,100,4.92,moderate rain
693,Zalantun,CN,48.0,122.7167,30.22,40,82,10.45,broken clouds
694,Pasni,PK,25.2631,63.471,81.55,61,3,7.31,clear sky
695,Xinpu,CN,34.5997,119.1594,61.3,62,0,4.45,light rain
696,Tautira,PF,-17.7333,-149.15,75.22,78,26,15.64,light rain
697,Banyo,CM,6.75,11.8167,82.18,51,66,6.4,light rain
698,Agirish,RU,61.9247,63.0231,20.68,97,100,2.24,overcast clouds
699,Ixtapa,MX,20.7,-105.2,78.22,91,9,3.38,clear sky
700,Zhuhai,CN,22.2769,113.5678,76.05,83,20,16.11,light rain
